guid,dbfid,cardname
ULD_291pe,54374,Heart of Vir'naal
ULD_292,54489,Oasis Surger
ULD_292a,54581,Focused Burst
ULD_292ae,54583,Focused
ULD_292b,54582,Divide and Conquer
ULD_293,54493,Cloud Prince
ULD_304,53336,King Phaoris
ULD_309,53343,Dwarven Archaeologist
ULD_309e,53344,Archaelogical Study
ULD_324,53938,Impbalming
ULD_324t,56265,Worthless Imp
ULD_326,54311,Bazaar Burglary
ULD_326p,54312,Ancient Blades
ULD_326t,54318,Mirage Blade
ULD_327,54314,Bazaar Mugger
ULD_328,54317,Clever Disguise
ULD_329,54408,Dune Sculptor
ULD_410,53609,Scarlet Webweaver
ULD_410e,55168,Weaved
ULD_413,53661,Splitting Axe
ULD_429,53861,Hunter's Pack
ULD_430,53860,Desert Spear
ULD_430t,53921,Locust
ULD_431,53907,Making Mummies
ULD_431e,57806,Emperor Wrapped
ULD_431p,53908,Emperor Wraps
ULD_433,53945,Raid the Sky Temple
ULD_433e,54036,Cheat Sheet
ULD_433p,53946,Ascendant Scroll
ULD_435,53974,Naga Sand Witch
ULD_435e,54413,Sandwitched
ULD_438,54037,Salhet's Pride
ULD_439,54038,Sandwasp Queen
ULD_439t,54039,Sandwasp
ULD_450,54433,Vilefiend
ULD_500,53379,Sir Finley of the Sands
ULD_616,53163,Titanic Lackey
ULD_616e,55642,Hardened
ULD_702,54284,Mortuary Machine
ULD_703,54288,Desert Obelisk
ULD_705,54291,Mogu Cultist
ULD_705t,54292,Highkeeper Ra
ULD_706,54296,Blatant Decoy
ULD_707,54386,Plague of Wrath
ULD_708,54389,Livewire Lance
ULD_709,54390,Armored Goon
ULD_711,54391,Hack the System
ULD_711p3,54416,Anraphet's Core
ULD_711t,54491,Stone Golem
ULD_712,54411,Bug Collector
ULD_713,54424,Swarm of Locusts
ULD_714,54425,Penance
ULD_715,54426,Plague of Madness
ULD_715t,55244,Plagued Knife
ULD_716,54427,Tip the Scales
ULD_716e2,54767,Watched
ULD_717,54429,Plague of Flames
ULD_718,54431,Plague of Death
ULD_719,54488,Desert Hare
ULD_720,54492,Bloodsworn Mercenary
ULD_721,54495,Colossus of the Moon
ULD_723,54730,Murmy
ULD_724,54749,Activate the Obelisk
ULD_724e,55240,Obelisk's Gaze
ULD_724p,54750,Obelisk's Eye
ULD_726,54772,Ancient Mysteries
ULD_726e,55206,Translated
ULD_727,54783,Body Wrapper
ULD_728,54806,Subdue
ULD_728e,57747,Subdued
ULD_COIN,73371,The Coin
UNG_001,41076,Pterrordax Hatchling
UNG_002,41120,Volcanosaur
UNG_004,41130,Dinosize
UNG_004e,41129,RAAAAR!
UNG_009,41137,Ravasaur Runt
UNG_010,41138,Sated Threshadon
UNG_011,41139,Hydrologist
UNG_015,41145,Sunkeeper Tarim
UNG_015e,41144,Watched
UNG_018,41151,Flame Geyser
UNG_019,41152,Air Elemental
UNG_020,41153,Arcanologist
UNG_021,41154,Steam Surger
UNG_022,41155,Mirage Caller
UNG_022e,42497,Mirage
UNG_024,41158,Mana Bind
UNG_025,41159,Volcano
UNG_027,41162,Pyros
UNG_027t2,41164,Pyros
UNG_027t4,41166,Pyros
UNG_028,41168,Open the Waygate
UNG_028t,41167,Time Warp
UNG_029,41169,Shadow Visions
UNG_030,41170,Binding Heal
UNG_032,41173,Crystalline Oracle
UNG_034,41176,Radiant Elemental
UNG_034e,52745,Radiant Elemental
UNG_035,41177,Curious Glimmerroot
UNG_037,41180,Tortollan Shellraiser
UNG_037e,41702,Shellshield
UNG_047,41191,Ravenous Pterrordax
UNG_049,41194,Tar Lurker
UNG_057,41207,Razorpetal Volley
UNG_057t1,41206,Razorpetal
UNG_058,41208,Razorpetal Lasher
UNG_060,41212,Mimic Pod
UNG_061,41213,Obsidian Shard
UNG_063,41216,Biteweed
UNG_063e,41215,Sprout
UNG_064,41217,Vilespine Slayer
UNG_065,41218,"Sherazin, Corpse Flower"
UNG_065t,42796,"Sherazin, Seed"
UNG_067,41222,The Caverns Below
UNG_067t1,41221,Crystal Core
UNG_067t1e,42991,Crystallized
UNG_067t1e2,46043,Crystallized
UNG_070,41241,Tol'vir Stoneshaper
UNG_070e,41240,Stonewall
UNG_071,41242,Giant Mastodon
UNG_072,41243,Stonehill Defender
UNG_073,41245,Rockpool Hunter
UNG_073e,41244,Trained
UNG_075,41247,Vicious Fledgling
UNG_076,41249,Eggnapper
UNG_076t1,41248,Raptor
UNG_078,41252,Tortollan Forager
UNG_079,41253,Frozen Crusher
UNG_082,41257,Thunder Lizard
UNG_083,41259,Devilsaur Egg
UNG_083t1,41258,Devilsaur
UNG_084,41260,Fire Plume Phoenix
UNG_085,41261,Emerald Hive Queen
UNG_085e,52749,Emerald Hive
UNG_086,41262,Giant Anaconda
UNG_087,41263,Bittertide Hydra
UNG_088,41264,Tortollan Primalist
UNG_089,41265,Gentle Megasaur
UNG_099,41286,Charged Devilsaur
UNG_100,40971,Verdant Longneck
UNG_101,40973,Shellshifter
UNG_101a,40977,Raptor Form
UNG_101b,40978,Direhorn Form
UNG_101t,40974,Shellshifter
UNG_101t2,40975,Shellshifter
UNG_101t3,40976,Shellshifter
UNG_103,40991,Evolving Spores
UNG_108,41081,Earthen Scales
UNG_108e,41951,It's All Scaley...
UNG_109,41086,Elder Longneck
UNG_111,41094,Living Mana
UNG_111t1,41432,Mana Treant
UNG_113,41096,Bright-Eyed Scout
UNG_113e,41434,Scouted
UNG_116,41099,Jungle Giants
UNG_116t,41100,Barnabus the Stomper
UNG_116te,41953,Romper Stompers
UNG_201,41105,Primalfin Totem
UNG_201t,41523,Primalfin
UNG_202,41107,Fire Plume Harbinger
UNG_202e,49414,Fiery
UNG_205,41111,Glacial Shard
UNG_208,41116,Stone Sentinel
UNG_208t,41113,Rock Elemental
UNG_211,41331,"Kalimos, Primal Lord"
UNG_211a,41330,Invocation of Earth
UNG_211aa,41329,Stone Elemental
UNG_211b,41334,Invocation of Water
UNG_211c,41335,Invocation of Fire
UNG_211d,41336,Invocation of Air
UNG_800,41304,Terrorscale Stalker
UNG_801,41305,Nesting Roc
UNG_803,41309,Emerald Reaver
UNG_806,41315,Ultrasaur
UNG_807,41316,Golakka Crawler
UNG_807e,42807,Overfull Belly
UNG_808,41318,Stubborn Gastropod
UNG_809,41323,Fire Fly
UNG_809t1,42044,Flame Elemental
UNG_810,41324,Stegodon
UNG_812,41415,Sabretooth Stalker
UNG_813,41327,Stormwatcher
UNG_814,41328,Giant Wasp
UNG_816,41410,Servant of Kalimos
UNG_817,41521,Tidal Surge
UNG_818,41524,Volatile Elemental
UNG_823,41834,Envenom Weapon
UNG_823e,47082,Envenomed
UNG_823ed,48564,Envenomed
UNG_829,41856,Lakkari Sacrifice
UNG_829t1,41942,Nether Portal
UNG_829t2,42224,Nether Portal
UNG_829t3,42753,Nether Imp
UNG_830,41869,Cruel Dinomancer
UNG_831,41871,Corrupting Mist
UNG_831e,42347,Corrupting Mist
UNG_832,41872,Bloodbloom
UNG_832e,42091,Dark Power
UNG_833,41873,Lakkari Felhound
UNG_834,41874,Feeding Time
UNG_834t1,41943,Pterrordax
UNG_835,41875,Chittering Tunneler
UNG_836,41876,Clutchmother Zavas
UNG_836e,41877,Remembrance
UNG_838,41881,Tar Lord
UNG_840,41885,"Hemet, Jungle Hunter"
UNG_843,41913,The Voraxx
UNG_844,41925,Humongous Razorleaf
UNG_845,41926,Igneous Elemental
UNG_846,41927,Shimmering Tempest
UNG_847,41928,Blazecaller
UNG_848,41929,Primordial Drake
UNG_851,41935,Elise the Trailblazer
UNG_851t1,41491,Un'Goro Pack
UNG_852,41954,Tyrantus
UNG_854,42009,Free From Amber
UNG_856,42011,Hallucination
UNG_900,41289,Spiritsinger Umbra
UNG_907,41294,Ozruk
UNG_907e,41930,Just Blaze
UNG_910,41350,Grievous Bite
UNG_912,41353,Jeweled Macaw
UNG_913,41354,Tol'vir Warden
UNG_914,41357,Raptor Hatchling
UNG_914t1,41356,Raptor Patriarch
UNG_915,41358,Crackling Razormaw
UNG_916,41360,Stampede
UNG_916e,41359,Stampeding
UNG_917,41363,Dinomancy
UNG_917e,41361,Well Fed
UNG_917t1,41362,Dinomancy
UNG_919,41366,Swamp King Dred
UNG_920,41368,The Marsh Queen
UNG_920t1,41367,Queen Carnassa
UNG_920t2,42013,Carnassa's Brood
UNG_922,41400,Explore Un'Goro
UNG_922t1,42881,Choose Your Path
UNG_923,41401,Iron Hide
UNG_925,41404,Ornery Direhorn
UNG_926,41406,Cornered Sentry
UNG_927,41407,Sudden Genesis
UNG_928,41418,Tar Creeper
UNG_929,41420,Molten Blade
UNG_929e,41419,Magmic
UNG_933,41425,King Mosh
UNG_934,41427,Fire Plume's Heart
UNG_934t1,41426,Sulfuras
UNG_934t2,41940,"DIE, INSECT!"
UNG_937,41478,Primalfin Lookout
UNG_938,41479,Hot Spring Guardian
UNG_940,41494,Awaken the Makers
UNG_940t8,41950,"Amara, Warden of Hope"
UNG_940t8e,111583,Warded By Hope
UNG_941,41496,Primordial Glyph
UNG_941e,42118,Primal Magic
UNG_942,41499,Unite the Murlocs
UNG_942t,41498,Megafin
UNG_946,41683,Gluttonous Ooze
UNG_948,41690,Molten Reflection
UNG_950,41859,Vinecleaver
UNG_952,41864,Spikeridged Steed
UNG_952e,41862,On a Stegodon
UNG_953,41866,Primalfin Champion
UNG_953e,41865,Inspired
UNG_954,41868,The Last Kaleidosaur
UNG_954t1,41946,Galvadon
UNG_955,41878,Meteor
UNG_956,41879,Spirit Echo
UNG_956e,42037,Echoed Spirit
UNG_957,41890,Direhorn Hatchling
UNG_957t1,41889,Direhorn Matriarch
UNG_960,41912,Lost in the Jungle
UNG_961,41944,Adaptation
UNG_962,41945,Lightfused Stegodon
UNG_963,42046,Lyra the Sunshard
UNG_999t10,41054,Shrouding Mist
UNG_999t10e,41065,Shrouding Mist
UNG_999t13,41211,Poison Spit
UNG_999t13e,41210,Poison Spit
UNG_999t14,41691,Volcanic Might
UNG_999t14e,41692,Volcanic Might
UNG_999t2,41057,Living Spores
UNG_999t2e,41693,Living Spores
UNG_999t2t1,41067,Plant
UNG_999t3,41058,Flaming Claws
UNG_999t3e,41068,Flaming Claws
UNG_999t4,41059,Rocky Carapace
UNG_999t4e,41069,Rocky Carapace
UNG_999t5,41060,Liquid Membrane
UNG_999t5e,41070,Liquid Membrane
UNG_999t6,41061,Massive
UNG_999t6e,41071,Massive
UNG_999t7,41062,Lightning Speed
UNG_999t7e,41072,Lightning Speed
UNG_999t8,41063,Crackling Shield
UNG_999t8e,41073,Crackling Shield
VAN_CS1_042,68298,Goldshire Footman
VAN_CS1_069,69745,Fen Creeper
VAN_CS1_112,68299,Holy Nova
VAN_CS1_113,68300,Mind Control
VAN_CS1_129,69746,Inner Fire
VAN_CS1_130,68301,Holy Smite
VAN_CS2_003,68303,Mind Vision
VAN_CS2_004,68304,Power Word: Shield
VAN_CS2_005,68307,Claw
VAN_CS2_007,68309,Healing Touch
VAN_CS2_008,68310,Moonfire
VAN_CS2_009,68311,Mark of the Wild
VAN_CS2_009e,70454,Mark of the Wild
VAN_CS2_011,68313,Savage Roar
VAN_CS2_012,68315,Swipe
VAN_CS2_013,68316,Wild Growth
VAN_CS2_022,68319,Polymorph
VAN_CS2_023,68321,Arcane Intellect
VAN_CS2_024,68322,Frostbolt
VAN_CS2_025,68323,Arcane Explosion
VAN_CS2_026,68324,Frost Nova
VAN_CS2_027,68325,Mirror Image
VAN_CS2_028,69747,Blizzard
VAN_CS2_029,68326,Fireball
VAN_CS2_031,69748,Ice Lance
VAN_CS2_032,68327,Flamestrike
VAN_CS2_033,68328,Water Elemental
VAN_CS2_037,68329,Frost Shock
VAN_CS2_038,69749,Ancestral Spirit
VAN_CS2_039,68330,Windfury
VAN_CS2_041,68331,Ancestral Healing
VAN_CS2_042,68333,Fire Elemental
VAN_CS2_045,68334,Rockbiter Weapon
VAN_CS2_046,68336,Bloodlust
VAN_CS2_050,68338,Searing Totem
VAN_CS2_051,68339,Stoneclaw Totem
VAN_CS2_052,68340,Wrath of Air Totem
VAN_CS2_053,69750,Far Sight
VAN_CS2_057,68341,Shadow Bolt
VAN_CS2_059,69751,Blood Imp
VAN_CS2_061,68342,Drain Life
VAN_CS2_062,68343,Hellfire
VAN_CS2_063,68344,Corruption
VAN_CS2_064,68346,Dread Infernal
VAN_CS2_065,68347,Voidwalker
VAN_CS2_072,68348,Backstab
VAN_CS2_073,69752,Cold Blood
VAN_CS2_073_puzzle,103022,Cold Blood
VAN_CS2_074,68349,Deadly Poison
VAN_CS2_075,68351,Sinister Strike
VAN_CS2_076,68352,Assassinate
VAN_CS2_077,68353,Sprint
VAN_CS2_080,68354,Assassin's Blade
VAN_CS2_082,68355,Wicked Knife
VAN_CS2_084,68357,Hunter's Mark
VAN_CS2_087,68359,Blessing of Might
VAN_CS2_088,68361,Guardian of Kings
VAN_CS2_089,68362,Holy Light
VAN_CS2_091,68363,Light's Justice
VAN_CS2_092,68364,Blessing of Kings
VAN_CS2_093,68366,Consecration
VAN_CS2_094,68367,Hammer of Wrath
VAN_CS2_097,68368,Truesilver Champion
VAN_CS2_101t,71409,Silver Hand Recruit
VAN_CS2_102_H3,68370,Armor Up!
VAN_CS2_103,68371,Charge
VAN_CS2_103_Puzzle,71816,Charge
VAN_CS2_103e2,70408,Charge
VAN_CS2_103e2_Puzzle,71817,Charge
VAN_CS2_104,69753,Rampage
VAN_CS2_105,68373,Heroic Strike
VAN_CS2_106,68375,Fiery War Axe
VAN_CS2_108,68376,Execute
VAN_CS2_112,68377,Arcanite Reaper
VAN_CS2_114,68378,Cleave
VAN_CS2_117,69754,Earthen Ring Farseer
VAN_CS2_118,68379,Magma Rager
VAN_CS2_119,68380,Oasis Snapjaw
VAN_CS2_120,68381,River Crocolisk
VAN_CS2_121,68382,Frostwolf Grunt
VAN_CS2_122,68383,Raid Leader
VAN_CS2_124,68385,Wolfrider
VAN_CS2_125,68386,Ironfur Grizzly
VAN_CS2_127,68387,Silverback Patriarch
VAN_CS2_131,68388,Stormwind Knight
VAN_CS2_141,68389,Ironforge Rifleman
VAN_CS2_142,68390,Kobold Geomancer
VAN_CS2_146,69755,Southsea Deckhand
VAN_CS2_147,68391,Gnomish Inventor
VAN_CS2_150,68392,Stormpike Commando
VAN_CS2_151,69756,Silver Hand Knight
VAN_CS2_152,69757,Squire
VAN_CS2_155,68393,Archmage
VAN_CS2_161,69758,Ravenholdt Assassin
VAN_CS2_162,68394,Lord of the Arena
VAN_CS2_168,68395,Murloc Raider
VAN_CS2_169,69759,Young Dragonhawk
VAN_CS2_171,68396,Stonetusk Boar
VAN_CS2_172,68397,Bloodfen Raptor
VAN_CS2_173,68398,Bluegill Warrior
VAN_CS2_179,68399,Sen'jin Shieldmasta
VAN_CS2_181,69760,Injured Blademaster
VAN_CS2_182,68400,Chillwind Yeti
VAN_CS2_186,68401,War Golem
VAN_CS2_187,68402,Booty Bay Bodyguard
VAN_CS2_188,69761,Abusive Sergeant
VAN_CS2_189,68403,Elven Archer
VAN_CS2_196,68404,Razorfen Hunter
VAN_CS2_197,68405,Ogre Magi
VAN_CS2_200,68406,Boulderfist Ogre
VAN_CS2_201,68407,Core Hound
VAN_CS2_203,69762,Ironbeak Owl
VAN_CS2_213,68408,Reckless Rocketeer
VAN_CS2_221,69763,Spiteful Smith
VAN_CS2_222,68409,Stormwind Champion
VAN_CS2_222o,70468,Might of Stormwind
VAN_CS2_226,68411,Frostwolf Warlord
VAN_CS2_227,69764,Venture Co. Mercenary
VAN_CS2_231,69765,Wisp
VAN_CS2_232,68413,Ironbark Protector
VAN_CS2_233,69766,Blade Flurry
VAN_CS2_234,68414,Shadow Word: Pain
VAN_CS2_235,68535,Northshire Cleric
VAN_CS2_236,68536,Divine Spirit
VAN_CS2_237,68416,Starving Buzzard
VAN_CS2_boar,68417,Boar
VAN_CS2_mirror,68418,Mirror Image
VAN_CS2_tk1,68419,Sheep
VAN_DFX_001,68420,Fast Spawn to Deck Dummy FX
VAN_DFX_002,68421,Time Warp Dummy FX
VAN_DFX_003,68422,Frost Nova Dummy FX
VAN_DFX_004,68423,Holy Healing Dummy FX
VAN_DFX_005,68424,Flamestrike Dummy FX
VAN_DREAM_01,70474,Laughing Sister
VAN_DREAM_02,70475,Ysera Awakens
VAN_DREAM_03,71422,Emerald Drake
VAN_DREAM_04,70484,Dream
VAN_DREAM_05,70485,Nightmare
VAN_DREAM_05e,70486,Nightmare
VAN_DS1_055,68425,Darkscale Healer
VAN_DS1_070,68426,Houndmaster
VAN_DS1_175,68428,Timber Wolf
VAN_DS1_178,68430,Tundra Rhino
VAN_DS1_183,68432,Multi-Shot
VAN_DS1_184,68433,Tracking
VAN_DS1_185,68434,Arcane Shot
VAN_DS1_188,69803,Gladiator's Longbow
VAN_DS1_233,68537,Mind Blast
VAN_EX1_001,69804,Lightwarden
VAN_EX1_002,69805,The Black Knight
VAN_EX1_004,69806,Young Priestess
VAN_EX1_005,69807,Big Game Hunter
VAN_EX1_006,69808,Alarm-o-Bot
VAN_EX1_007,69809,Acolyte of Pain
VAN_EX1_008,69810,Argent Squire
VAN_EX1_009,69811,Angry Chicken
VAN_EX1_010,69812,Worgen Infiltrator
VAN_EX1_011,68435,Voodoo Doctor
VAN_EX1_012,69813,Bloodmage Thalnos
VAN_EX1_014,69814,King Mukla
VAN_EX1_015,68436,Novice Engineer
VAN_EX1_016,69815,Sylvanas Windrunner
VAN_EX1_017,69816,Jungle Panther
VAN_EX1_019,68437,Shattered Sun Cleric
VAN_EX1_020,69817,Scarlet Crusader
VAN_EX1_021,69818,Thrallmar Farseer
VAN_EX1_023,69819,Silvermoon Guardian
VAN_EX1_025,68439,Dragonling Mechanic
VAN_EX1_028,69820,Stranglethorn Tiger
VAN_EX1_029,69821,Leper Gnome
VAN_EX1_032,69822,Sunwalker
VAN_EX1_033,69823,Windfury Harpy
VAN_EX1_043,69824,Twilight Drake
VAN_EX1_044,69825,Questing Adventurer
VAN_EX1_045,69826,Ancient Watcher
VAN_EX1_046,69827,Dark Iron Dwarf
VAN_EX1_048,69828,Spellbreaker
VAN_EX1_049,69829,Youthful Brewmaster
VAN_EX1_050,69830,Coldlight Oracle
VAN_EX1_055,69831,Mana Addict
VAN_EX1_057,69832,Ancient Brewmaster
VAN_EX1_058,69833,Sunfury Protector
VAN_EX1_059,69834,Crazed Alchemist
VAN_EX1_062,68538,Old Murk-Eye
VAN_EX1_066,68441,Acidic Swamp Ooze
VAN_EX1_067,69835,Argent Commander
VAN_EX1_076,69836,Pint-Sized Summoner
VAN_EX1_080,69837,Secretkeeper
VAN_EX1_082,69838,Mad Bomber
VAN_EX1_083,69839,Tinkmaster Overspark
VAN_EX1_084,68442,Warsong Commander
VAN_EX1_085,69840,Mind Control Tech
VAN_EX1_089,69841,Arcane Golem
VAN_EX1_091,69842,Cabal Shadow Priest
VAN_EX1_093,69843,Defender of Argus
VAN_EX1_095,69844,Gadgetzan Auctioneer
VAN_EX1_096,69845,Loot Hoarder
VAN_EX1_097,69846,Abomination
VAN_EX1_100,69847,Lorewalker Cho
VAN_EX1_102,69848,Demolisher
VAN_EX1_103,69849,Coldlight Seer
VAN_EX1_105,69850,Mountain Giant
VAN_EX1_110,69851,Cairne Bloodhoof
VAN_EX1_110t,70473,Baine Bloodhoof
VAN_EX1_112,68539,Gelbin Mekkatorque
VAN_EX1_116,69852,Leeroy Jenkins
VAN_EX1_124,69853,Eviscerate
VAN_EX1_126,69854,Betrayal
VAN_EX1_128,69855,Conceal
VAN_EX1_129,68444,Fan of Knives
VAN_EX1_130,69856,Noble Sacrifice
VAN_EX1_130a,71411,Defender
VAN_EX1_131,69857,Defias Ringleader
VAN_EX1_132,69858,Eye for an Eye
VAN_EX1_133,69859,Perdition's Blade
VAN_EX1_134,69860,SI:7 Agent
VAN_EX1_136,69861,Redemption
VAN_EX1_137,69862,Headcrack
VAN_EX1_144,69863,Shadowstep
VAN_EX1_145,69864,Preparation
VAN_EX1_145e,70416,Preparation
VAN_EX1_145o,70415,Preparation
VAN_EX1_154,69865,Wrath
VAN_EX1_154a,70451,Solar Wrath
VAN_EX1_154b,70452,Nature's Wrath
VAN_EX1_155,69866,Mark of Nature
VAN_EX1_155a,71494,Tiger's Fury
VAN_EX1_155b,71495,Thick Hide
VAN_EX1_158,69867,Soul of the Forest
VAN_EX1_158e,71309,Soul of the Forest
VAN_EX1_160,69868,Power of the Wild
VAN_EX1_160a,71496,Summon a Panther
VAN_EX1_160b,71497,Leader of the Pack
VAN_EX1_161,69869,Naturalize
VAN_EX1_162,69870,Dire Wolf Alpha
VAN_EX1_164,69871,Nourish
VAN_EX1_164a,70414,Rampant Growth
VAN_EX1_164b,70413,Enrich
VAN_EX1_165,69872,Druid of the Claw
VAN_EX1_165a,70463,Cat Form
VAN_EX1_165b,70465,Bear Form
VAN_EX1_165t1,70464,Druid of the Claw
VAN_EX1_165t2,70466,Druid of the Claw
VAN_EX1_166,69873,Keeper of the Grove
VAN_EX1_166a,71499,Moonfire
VAN_EX1_166b,71498,Dispel
VAN_EX1_169,68445,Innervate
VAN_EX1_170,69874,Emperor Cobra
VAN_EX1_173,68446,Starfire
VAN_EX1_178,69875,Ancient of War
VAN_EX1_178a,71502,Rooted
VAN_EX1_178b,71501,Uproot
VAN_EX1_238,69892,Lightning Bolt
VAN_EX1_241,69893,Lava Burst
VAN_EX1_243,69894,Dust Devil
VAN_EX1_244,68453,Totemic Might
VAN_EX1_245,69895,Earth Shock
VAN_EX1_246,68455,Hex
VAN_EX1_247,69896,Stormforged Axe
VAN_EX1_248,69897,Feral Spirit
VAN_EX1_249,69898,Baron Geddon
VAN_EX1_250,69899,Earth Elemental
VAN_EX1_251,69900,Forked Lightning
VAN_EX1_258,69901,Unbound Elemental
VAN_EX1_259,69902,Lightning Storm
VAN_EX1_274,69903,Ethereal Arcanist
VAN_EX1_275,69904,Cone of Cold
VAN_EX1_277,68457,Arcane Missiles
VAN_EX1_278,68458,Shiv
VAN_EX1_279,69905,Pyroblast
VAN_EX1_283,69906,Frost Elemental
VAN_EX1_284,69907,Azure Drake
VAN_EX1_287,69908,Counterspell
VAN_EX1_289,69909,Ice Barrier
VAN_EX1_294,69910,Mirror Entity
VAN_EX1_295,69911,Ice Block
VAN_EX1_298,69912,Ragnaros the Firelord
VAN_EX1_301,69913,Felguard
VAN_EX1_302,68459,Mortal Coil
VAN_EX1_303,69914,Shadowflame
VAN_EX1_304,69915,Void Terror
VAN_EX1_306,68460,Felstalker
VAN_EX1_308,68461,Soulfire
VAN_EX1_309,69916,Siphon Soul
VAN_EX1_310,69917,Doomguard
VAN_EX1_312,69918,Twisting Nether
VAN_EX1_313,69919,Pit Lord
VAN_EX1_315,69920,Summoning Portal
VAN_EX1_316,69921,Power Overwhelming
VAN_EX1_317,69922,Sense Demons
VAN_EX1_319,69923,Flame Imp
VAN_EX1_320,69924,Bane of Doom
VAN_EX1_323,69925,Lord Jaraxxus
VAN_EX1_332,69926,Silence
VAN_EX1_334,69927,Shadow Madness
VAN_EX1_335,69928,Lightspawn
VAN_EX1_339,69929,Thoughtsteal
VAN_EX1_341,69930,Lightwell
VAN_EX1_345,69931,Mindgames
VAN_EX1_345t,70461,Shadow of Nothing
VAN_EX1_349,69932,Divine Favor
VAN_EX1_350,69933,Prophet Velen
VAN_EX1_354,69934,Lay on Hands
VAN_EX1_355,69935,Blessed Champion
VAN_EX1_360,68462,Humility
VAN_EX1_362,69936,Argent Protector
VAN_EX1_363,69937,Blessing of Wisdom
VAN_EX1_365,69938,Holy Wrath
VAN_EX1_366,69939,Sword of Justice
VAN_EX1_371,68464,Hand of Protection
VAN_EX1_379,69940,Repentance
VAN_EX1_382,69941,Aldor Peacekeeper
VAN_EX1_383,69942,Tirion Fordring
VAN_EX1_384,69943,Avenging Wrath
VAN_EX1_390,69944,Tauren Warrior
VAN_EX1_391,69945,Slam
VAN_EX1_392,69946,Battle Rage
VAN_EX1_393,69947,Amani Berserker
VAN_EX1_396,69948,Mogu'shan Warden
VAN_EX1_398,69949,Arathi Weaponsmith
VAN_EX1_399,68465,Gurubashi Berserker
VAN_EX1_400,68467,Whirlwind
VAN_EX1_402,69950,Armorsmith
VAN_EX1_405,69951,Shieldbearer
VAN_EX1_407,69952,Brawl
VAN_EX1_408,69953,Mortal Strike
VAN_EX1_409,69954,Upgrade!
VAN_EX1_410,69955,Shield Slam
VAN_EX1_411,69956,Gorehowl
VAN_EX1_412,69957,Raging Worgen
VAN_EX1_414,69958,Grommash Hellscream
VAN_EX1_506,68468,Murloc Tidehunter
VAN_EX1_506a,68469,Murloc Scout
VAN_EX1_507,69959,Murloc Warleader
VAN_EX1_507e,70411,Mrgglaargl!
VAN_EX1_508,68470,Grimscale Oracle
VAN_EX1_509,69960,Murloc Tidecaller
VAN_EX1_522,69961,Patient Assassin
VAN_EX1_531,69962,Scavenging Hyena
VAN_EX1_533,69963,Misdirection
VAN_EX1_534,69964,Savannah Highmane
VAN_EX1_536,69965,Eaglehorn Bow
VAN_EX1_537,69966,Explosive Shot
VAN_EX1_538,69967,Unleash the Hounds
VAN_EX1_539,68472,Kill Command
VAN_EX1_543,69968,King Krush
VAN_EX1_544,69969,Flare
VAN_EX1_549,69970,Bestial Wrath
VAN_EX1_554,69971,Snake Trap
VAN_EX1_554t,71306,Snake
VAN_EX1_556,69972,Harvest Golem
VAN_EX1_557,69973,Nat Pagle
VAN_EX1_558,69974,Harrison Jones
VAN_EX1_559,69975,Archmage Antonidas
VAN_EX1_560,69976,Nozdormu
VAN_EX1_561,69977,Alexstrasza
VAN_EX1_562,69978,Onyxia
VAN_EX1_563,69979,Malygos
VAN_EX1_564,69980,Faceless Manipulator
VAN_EX1_565,68473,Flametongue Totem
VAN_EX1_567,69981,Doomhammer
VAN_EX1_570,69982,Bite
VAN_EX1_571,70981,Force of Nature
VAN_EX1_572,70980,Ysera
VAN_EX1_573,70031,Cenarius
VAN_EX1_573a,71504,Demigod's Favor
VAN_EX1_573b,71503,Shan'do's Lesson
VAN_EX1_575,70032,Mana Tide Totem
VAN_EX1_577,70033,The Beast
VAN_EX1_578,70034,Savagery
VAN_EX1_581,68475,Sap
VAN_EX1_582,68476,Dalaran Mage
VAN_EX1_583,70035,Priestess of Elune
VAN_EX1_584,70036,Ancient Mage
VAN_EX1_586,70037,Sea Giant
VAN_EX1_587,68477,Windspeaker
VAN_EX1_590,70038,Blood Knight
VAN_EX1_591,70039,Auchenai Soulpriest
VAN_EX1_593,68478,Nightblade
VAN_EX1_594,70040,Vaporize
VAN_EX1_595,70041,Cult Master
VAN_EX1_596,70042,Demonfire
VAN_EX1_597,70043,Imp Master
VAN_EX1_598,70044,Imp
VAN_EX1_603,70045,Cruel Taskmaster
VAN_EX1_604,70046,Frothing Berserker
VAN_EX1_606,68479,Shield Block
VAN_EX1_607,70047,Inner Rage
VAN_EX1_608,70048,Sorcerer's Apprentice
VAN_EX1_609,70049,Snipe
VAN_EX1_610,70050,Explosive Trap
VAN_EX1_611,70051,Freezing Trap
VAN_EX1_612,70052,Kirin Tor Mage
VAN_EX1_613,70053,Edwin VanCleef
VAN_EX1_614,70054,Illidan Stormrage
VAN_EX1_616,70055,Mana Wraith
VAN_EX1_617,70056,Deadly Shot
VAN_EX1_619,70057,Equality
VAN_EX1_620,70058,Molten Giant
VAN_EX1_621,70059,Circle of Healing
VAN_EX1_622,68480,Shadow Word: Death
VAN_EX1_623,70060,Temple Enforcer
VAN_EX1_624,70061,Holy Fire
VAN_EX1_625,70062,Shadowform
VAN_EX1_626,70063,Mass Dispel
VAN_EX1_finkle,70064,Pip Quickwit
VAN_EX1_tk11,70065,Spirit Wolf
VAN_EX1_tk28,70066,Squirrel
